protein_id,outcome_id,outcome_type,outcome_name,evidence,source
KIF5B - kinesin family member 5B (human),Fanconi Anemia,Disease,Fanconi Anemia,MESH:D005199,CTD
KIF5B - kinesin family member 5B (human),Gallbladder Neoplasms,Disease,Gallbladder Neoplasms,MESH:D005706,CTD
KIF5B - kinesin family member 5B (human),Gastrointestinal Neoplasms,Disease,Gastrointestinal Neoplasms,MESH:D005770,CTD
KIF5B - kinesin family member 5B (human),"Genital Neoplasms, Female",Disease,"Genital Neoplasms, Female",MESH:D005833,CTD
KIF5B - kinesin family member 5B (human),"Genital Neoplasms, Male",Disease,"Genital Neoplasms, Male",MESH:D005834,CTD
KIF5B - kinesin family member 5B (human),Granulosa cell tumor of the ovary,Disease,Granulosa cell tumor of the ovary,MESH:C537296,CTD
KIF5B - kinesin family member 5B (human),Head and Neck Neoplasms,Disease,Head and Neck Neoplasms,MESH:D006258,CTD
KIF5B - kinesin family member 5B (human),Hematologic Neoplasms,Disease,Hematologic Neoplasms,MESH:D019337,CTD
KIF5B - kinesin family member 5B (human),Hepatic Encephalopathy,Disease,Hepatic Encephalopathy,MESH:D006501,CTD
KIF5B - kinesin family member 5B (human),Hepatic Insufficiency,Disease,Hepatic Insufficiency,MESH:D048550,CTD
KIF5B - kinesin family member 5B (human),Hepatic Veno-Occlusive Disease,Disease,Hepatic Veno-Occlusive Disease,MESH:D006504,CTD
KIF5B - kinesin family member 5B (human),Hypertension,Disease,Hypertension,MESH:D006973,CTD
KIF5B - kinesin family member 5B (human),"Hypertension, Malignant",Disease,"Hypertension, Malignant",MESH:D006974,CTD
KIF5B - kinesin family member 5B (human),"Hypertension, Portal",Disease,"Hypertension, Portal",MESH:D006975,CTD
KIF5B - kinesin family member 5B (human),"Hypertension, Pregnancy-Induced",Disease,"Hypertension, Pregnancy-Induced",MESH:D046110,CTD
KIF5B - kinesin family member 5B (human),"Hypertension, Pulmonary",Disease,"Hypertension, Pulmonary",MESH:D006976,CTD
KIF5B - kinesin family member 5B (human),"Hypertension, Renal",Disease,"Hypertension, Renal",MESH:D006977,CTD
KIF5B - kinesin family member 5B (human),"Hypertension, Renovascular",Disease,"Hypertension, Renovascular",MESH:D006978,CTD
KIF5B - kinesin family member 5B (human),Hyperthyroidism,Disease,Hyperthyroidism,MESH:D006980,CTD
KIF5B - kinesin family member 5B (human),Hypothyroidism,Disease,Hypothyroidism,MESH:D007037,CTD
KIF5B - kinesin family member 5B (human),Immune Complex Diseases,Disease,Immune Complex Diseases,MESH:D007105,CTD
KIF5B - kinesin family member 5B (human),IMMUNE SUPPRESSION,Disease,IMMUNE SUPPRESSION,OMIM:146850,CTD
KIF5B - kinesin family member 5B (human),Immune System Diseases,Disease,Immune System Diseases,MESH:D007154,CTD
KIF5B - kinesin family member 5B (human),Inflammatory Breast Neoplasms,Disease,Inflammatory Breast Neoplasms,MESH:D058922,CTD
KIF5B - kinesin family member 5B (human),Intestinal Neoplasms,Disease,Intestinal Neoplasms,MESH:D007414,CTD
KIF5B - kinesin family member 5B (human),Intracranial Hypertension,Disease,Intracranial Hypertension,MESH:D019586,CTD
KIF5B - kinesin family member 5B (human),Kidney Neoplasms,Disease,Kidney Neoplasms,MESH:D007680,CTD
KIF5B - kinesin family member 5B (human),Laryngeal Neoplasms,Disease,Laryngeal Neoplasms,MESH:D007822,CTD
KIF5B - kinesin family member 5B (human),Leukemia,Disease,Leukemia,MESH:D007938,CTD
KIF5B - kinesin family member 5B (human),"Leukemia, Erythroblastic, Acute",Disease,"Leukemia, Erythroblastic, Acute",MESH:D004915,CTD
KIF5B - kinesin family member 5B (human),"Leukemia, Experimental",Disease,"Leukemia, Experimental",MESH:D007942,CTD
KIF5B - kinesin family member 5B (human),Leukemia L1210,Disease,Leukemia L1210,MESH:D007939,CTD
KIF5B - kinesin family member 5B (human),"Leukemia, Lymphoid",Disease,"Leukemia, Lymphoid",MESH:D007945,CTD
KIF5B - kinesin family member 5B (human),"Leukemia-Lymphoma, Adult T-Cell",Disease,"Leukemia-Lymphoma, Adult T-Cell",MESH:D015459,CTD
KIF5B - kinesin family member 5B (human),"Leukemia, Monocytic, Acute",Disease,"Leukemia, Monocytic, Acute",MESH:D007948,CTD
KIF5B - kinesin family member 5B (human),"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Disease,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,CTD
KIF5B - kinesin family member 5B (human),"Leukemia, Myeloid",Disease,"Leukemia, Myeloid",MESH:D007951,CTD
KIF5B - kinesin family member 5B (human),"Leukemia, Myeloid, Acute",Disease,"Leukemia, Myeloid, Acute",MESH:D015470,CTD
KIF5B - kinesin family member 5B (human),"Leukemia, Promyelocytic, Acute",Disease,"Leukemia, Promyelocytic, Acute",MESH:D015473,CTD
KIF5B - kinesin family member 5B (human),"Leukemia, T-Cell",Disease,"Leukemia, T-Cell",MESH:D015458,CTD
KIF5B - kinesin family member 5B (human),Leydig Cell Tumor,Disease,Leydig Cell Tumor,MESH:D007984,CTD
KIF5B - kinesin family member 5B (human),Liver Neoplasms,Disease,Liver Neoplasms,MESH:D008113,CTD
KIF5B - kinesin family member 5B (human),"Liver Neoplasms, Experimental",Disease,"Liver Neoplasms, Experimental",MESH:D008114,CTD
KIF5B - kinesin family member 5B (human),Lung agenesis,Disease,Lung agenesis,MESH:C562992,CTD
KIF5B - kinesin family member 5B (human),Lung Diseases,Disease,Lung Diseases,MESH:D008171,CTD
KIF5B - kinesin family member 5B (human),"Lung Diseases, Interstitial",Disease,"Lung Diseases, Interstitial",MESH:D017563,CTD
KIF5B - kinesin family member 5B (human),"Lung Diseases, Obstructive",Disease,"Lung Diseases, Obstructive",MESH:D008173,CTD
KIF5B - kinesin family member 5B (human),Lung Injury,Disease,Lung Injury,MESH:D055370,CTD
KIF5B - kinesin family member 5B (human),Lung Neoplasms,Disease,Lung Neoplasms,MESH:D008175,CTD
KIF5B - kinesin family member 5B (human),Lymphatic Metastasis,Disease,Lymphatic Metastasis,MESH:D008207,CTD
KIF5B - kinesin family member 5B (human),Lymphoma,Disease,Lymphoma,MESH:D008223,CTD
KIF5B - kinesin family member 5B (human),"Lymphoma, AIDS-Related",Disease,"Lymphoma, AIDS-Related",MESH:D016483,CTD
KIF5B - kinesin family member 5B (human),"Lymphoma, B-Cell",Disease,"Lymphoma, B-Cell",MESH:D016393,CTD
KIF5B - kinesin family member 5B (human),"Lymphoma, Extranodal NK-T-Cell",Disease,"Lymphoma, Extranodal NK-T-Cell",MESH:D054391,CTD
KIF5B - kinesin family member 5B (human),"Lymphoma, Large B-Cell, Diffuse",Disease,"Lymphoma, Large B-Cell, Diffuse",MESH:D016403,CTD
KIF5B - kinesin family member 5B (human),"Lymphoma, Non-Hodgkin",Disease,"Lymphoma, Non-Hodgkin",MESH:D008228,CTD
KIF5B - kinesin family member 5B (human),"Lymphoma, T-Cell",Disease,"Lymphoma, T-Cell",MESH:D016399,CTD
KIF5B - kinesin family member 5B (human),"Mammary Neoplasms, Animal",Disease,"Mammary Neoplasms, Animal",MESH:D015674,CTD
KIF5B - kinesin family member 5B (human),"Mammary Neoplasms, Experimental",Disease,"Mammary Neoplasms, Experimental",MESH:D008325,CTD
KIF5B - kinesin family member 5B (human),Massive Hepatic Necrosis,Disease,Massive Hepatic Necrosis,MESH:D047508,CTD
KIF5B - kinesin family member 5B (human),Maxillary Sinus Neoplasms,Disease,Maxillary Sinus Neoplasms,MESH:D008444,CTD
KIF5B - kinesin family member 5B (human),"Mixed Tumor, Mullerian",Disease,"Mixed Tumor, Mullerian",MESH:D018200,CTD
KIF5B - kinesin family member 5B (human),Mouth Neoplasms,Disease,Mouth Neoplasms,MESH:D009062,CTD
KIF5B - kinesin family member 5B (human),Nasopharyngeal Carcinoma,Disease,Nasopharyngeal Carcinoma,MESH:D000077274,CTD
KIF5B - kinesin family member 5B (human),Nasopharyngeal Neoplasms,Disease,Nasopharyngeal Neoplasms,MESH:D009303,CTD
KIF5B - kinesin family member 5B (human),Neoplasm Invasiveness,Disease,Neoplasm Invasiveness,MESH:D009361,CTD
KIF5B - kinesin family member 5B (human),Neoplasm Metastasis,Disease,Neoplasm Metastasis,MESH:D009362,CTD
KIF5B - kinesin family member 5B (human),Neoplasm Micrometastasis,Disease,Neoplasm Micrometastasis,MESH:D061206,CTD
KIF5B - kinesin family member 5B (human),"Neoplasm Recurrence, Local",Disease,"Neoplasm Recurrence, Local",MESH:D009364,CTD
KIF5B - kinesin family member 5B (human),Neoplasms,Disease,Neoplasms,MESH:D009369,CTD
KIF5B - kinesin family member 5B (human),"Neoplasms, Bone Tissue",Disease,"Neoplasms, Bone Tissue",MESH:D018213,CTD
KIF5B - kinesin family member 5B (human),"Neoplasms, Experimental",Disease,"Neoplasms, Experimental",MESH:D009374,CTD
KIF5B - kinesin family member 5B (human),"Neoplasms, Glandular and Epithelial",Disease,"Neoplasms, Glandular and Epithelial",MESH:D009375,CTD
KIF5B - kinesin family member 5B (human),"Neoplasms, Hormone-Dependent",Disease,"Neoplasms, Hormone-Dependent",MESH:D009376,CTD
KIF5B - kinesin family member 5B (human),"Neoplasms, Mesothelial",Disease,"Neoplasms, Mesothelial",MESH:D018301,CTD
KIF5B - kinesin family member 5B (human),"Neoplasms, Radiation-Induced",Disease,"Neoplasms, Radiation-Induced",MESH:D009381,CTD
KIF5B - kinesin family member 5B (human),"Neovascularization, Pathologic",Disease,"Neovascularization, Pathologic",MESH:D009389,CTD
KIF5B - kinesin family member 5B (human),Nerve Sheath Neoplasms,Disease,Nerve Sheath Neoplasms,MESH:D018317,CTD
KIF5B - kinesin family member 5B (human),"Neuroectodermal Tumors, Primitive, Peripheral",Disease,"Neuroectodermal Tumors, Primitive, Peripheral",MESH:D018241,CTD
KIF5B - kinesin family member 5B (human),Neutropenia,Disease,Neutropenia,MESH:D009503,CTD
KIF5B - kinesin family member 5B (human),Nose Neoplasms,Disease,Nose Neoplasms,MESH:D009669,CTD
KIF5B - kinesin family member 5B (human),Ocular Hypertension,Disease,Ocular Hypertension,MESH:D009798,CTD
KIF5B - kinesin family member 5B (human),Ovarian Neoplasms,Disease,Ovarian Neoplasms,MESH:D010051,CTD
KIF5B - kinesin family member 5B (human),"Pancreatic cancer, adult",Disease,"Pancreatic cancer, adult",MESH:C535836,CTD
KIF5B - kinesin family member 5B (human),Pancreatic Neoplasms,Disease,Pancreatic Neoplasms,MESH:D010190,CTD
KIF5B - kinesin family member 5B (human),"Paraganglioma, Extra-Adrenal",Disease,"Paraganglioma, Extra-Adrenal",MESH:D010236,CTD
KIF5B - kinesin family member 5B (human),Peripheral Vascular Diseases,Disease,Peripheral Vascular Diseases,MESH:D016491,CTD
KIF5B - kinesin family member 5B (human),Pharyngeal Neoplasms,Disease,Pharyngeal Neoplasms,MESH:D010610,CTD
KIF5B - kinesin family member 5B (human),Phyllodes Tumor,Disease,Phyllodes Tumor,MESH:D003557,CTD
KIF5B - kinesin family member 5B (human),Pituitary Neoplasms,Disease,Pituitary Neoplasms,MESH:D010911,CTD
KIF5B - kinesin family member 5B (human),Pleural Neoplasms,Disease,Pleural Neoplasms,MESH:D010997,CTD
KIF5B - kinesin family member 5B (human),"Porphyrias, Hepatic",Disease,"Porphyrias, Hepatic",MESH:D017094,CTD
KIF5B - kinesin family member 5B (human),Precancerous Conditions,Disease,Precancerous Conditions,MESH:D011230,CTD
KIF5B - kinesin family member 5B (human),Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,Disease,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D015452,CTD
KIF5B - kinesin family member 5B (human),Precursor Cell Lymphoblastic Leukemia-Lymphoma,Disease,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,CTD
KIF5B - kinesin family member 5B (human),Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,Disease,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054218,CTD
KIF5B - kinesin family member 5B (human),Prostatic Neoplasms,Disease,Prostatic Neoplasms,MESH:D011471,CTD
KIF5B - kinesin family member 5B (human),Pseudolymphoma,Disease,Pseudolymphoma,MESH:D019310,CTD
KIF5B - kinesin family member 5B (human),Pseudotumor Cerebri,Disease,Pseudotumor Cerebri,MESH:D011559,CTD
KIF5B - kinesin family member 5B (human),Pulmonary Arterial Hypertension,Disease,Pulmonary Arterial Hypertension,MESH:D000081029,CTD
KIF5B - kinesin family member 5B (human),Rectal Neoplasms,Disease,Rectal Neoplasms,MESH:D012004,CTD
KIF5B - kinesin family member 5B (human),Renal hypouricemia,Disease,Renal hypouricemia,MESH:C537757,CTD
KIF5B - kinesin family member 5B (human),Renal Insufficiency,Disease,Renal Insufficiency,MESH:D051437,CTD
KIF5B - kinesin family member 5B (human),"Renal Insufficiency, Chronic",Disease,"Renal Insufficiency, Chronic",MESH:D051436,CTD
KIF5B - kinesin family member 5B (human),Retinal Neovascularization,Disease,Retinal Neovascularization,MESH:D015861,CTD
KIF5B - kinesin family member 5B (human),Salivary Gland Neoplasms,Disease,Salivary Gland Neoplasms,MESH:D012468,CTD
KIF5B - kinesin family member 5B (human),Sebaceous Gland Neoplasms,Disease,Sebaceous Gland Neoplasms,MESH:D012626,CTD
KIF5B - kinesin family member 5B (human),"Skin Diseases, Vascular",Disease,"Skin Diseases, Vascular",MESH:D017445,CTD
KIF5B - kinesin family member 5B (human),Skin Neoplasms,Disease,Skin Neoplasms,MESH:D012878,CTD
KIF5B - kinesin family member 5B (human),Small Cell Lung Carcinoma,Disease,Small Cell Lung Carcinoma,MESH:D055752,CTD
KIF5B - kinesin family member 5B (human),Soft Tissue Neoplasms,Disease,Soft Tissue Neoplasms,MESH:D012983,CTD
KIF5B - kinesin family member 5B (human),Splenic Neoplasms,Disease,Splenic Neoplasms,MESH:D013160,CTD
KIF5B - kinesin family member 5B (human),Squamous Cell Carcinoma of Head and Neck,Disease,Squamous Cell Carcinoma of Head and Neck,MESH:D000077195,CTD
KIF5B - kinesin family member 5B (human),Stomach Neoplasms,Disease,Stomach Neoplasms,MESH:D013274,CTD
KIF5B - kinesin family member 5B (human),Testicular Germ Cell Tumor,Disease,Testicular Germ Cell Tumor,MESH:C563236,CTD
KIF5B - kinesin family member 5B (human),Testicular Neoplasms,Disease,Testicular Neoplasms,MESH:D013736,CTD
KIF5B - kinesin family member 5B (human),"Thyroid cancer, follicular",Disease,"Thyroid cancer, follicular",MESH:C572845,CTD
KIF5B - kinesin family member 5B (human),"Thyroid cancer, medullary",Disease,"Thyroid cancer, medullary",MESH:C536914,CTD
KIF5B - kinesin family member 5B (human),Thyroid Diseases,Disease,Thyroid Diseases,MESH:D013959,CTD
KIF5B - kinesin family member 5B (human),"Thyroid Hormone Metabolism, Abnormal",Disease,"Thyroid Hormone Metabolism, Abnormal",MESH:C566454,CTD
KIF5B - kinesin family member 5B (human),Thyroid Neoplasms,Disease,Thyroid Neoplasms,MESH:D013964,CTD
KIF5B - kinesin family member 5B (human),Tongue Neoplasms,Disease,Tongue Neoplasms,MESH:D014062,CTD
KIF5B - kinesin family member 5B (human),Triple Negative Breast Neoplasms,Disease,Triple Negative Breast Neoplasms,MESH:D064726,CTD
KIF5B - kinesin family member 5B (human),Tumor Lysis Syndrome,Disease,Tumor Lysis Syndrome,MESH:D015275,CTD
KIF5B - kinesin family member 5B (human),Ureteral Neoplasms,Disease,Ureteral Neoplasms,MESH:D014516,CTD
KIF5B - kinesin family member 5B (human),Urinary Bladder Neoplasms,Disease,Urinary Bladder Neoplasms,MESH:D001749,CTD
KIF5B - kinesin family member 5B (human),Urogenital Neoplasms,Disease,Urogenital Neoplasms,MESH:D014565,CTD
KIF5B - kinesin family member 5B (human),Urologic Neoplasms,Disease,Urologic Neoplasms,MESH:D014571,CTD
KIF5B - kinesin family member 5B (human),Uterine Cervical Neoplasms,Disease,Uterine Cervical Neoplasms,MESH:D002583,CTD
KIF5B - kinesin family member 5B (human),Uterine Neoplasms,Disease,Uterine Neoplasms,MESH:D014594,CTD
KIF5B - kinesin family member 5B (human),Uveal Neoplasms,Disease,Uveal Neoplasms,MESH:D014604,CTD
KIF5B - kinesin family member 5B (human),Vascular Calcification,Disease,Vascular Calcification,MESH:D061205,CTD
KIF5B - kinesin family member 5B (human),Vascular Diseases,Disease,Vascular Diseases,MESH:D014652,CTD
KIF5B - kinesin family member 5B (human),Vascular Malformations,Disease,Vascular Malformations,MESH:D054079,CTD
KIF5B - kinesin family member 5B (human),Vascular Remodeling,Disease,Vascular Remodeling,MESH:D066253,CTD
KIF5B - kinesin family member 5B (human),Vascular System Injuries,Disease,Vascular System Injuries,MESH:D057772,CTD
KIF5B - kinesin family member 5B (human),Wilms Tumor,Disease,Wilms Tumor,MESH:D009396,CTD
