source,relation,target,value,unit,metadata,source_file
KDR - kinase insert domain receptor (human),associated_with,"Arrhythmias, Cardiac",,,MESH:D001145,CTD
KDR - kinase insert domain receptor (human),associated_with,Autoimmune Diseases,,,MESH:D001327,CTD
KDR - kinase insert domain receptor (human),associated_with,Basal Cell Carcinoma,,,MESH:D002280,CTD
KDR - kinase insert domain receptor (human),associated_with,Bone Marrow Neoplasms,,,MESH:D019046,CTD
KDR - kinase insert domain receptor (human),associated_with,Bone Neoplasms,,,MESH:D001859,CTD
KDR - kinase insert domain receptor (human),associated_with,Brachydactyly with hypertension,,,MESH:C537095,CTD
KDR - kinase insert domain receptor (human),associated_with,Brain Neoplasms,,,MESH:D001932,CTD
KDR - kinase insert domain receptor (human),associated_with,Breast Neoplasms,,,marker/mechanism;MESH:D001943,CTD
KDR - kinase insert domain receptor (human),associated_with,"Breast Neoplasms, Male",,,MESH:D018567,CTD
KDR - kinase insert domain receptor (human),associated_with,Bronchial Neoplasms,,,MESH:D001984,CTD
KDR - kinase insert domain receptor (human),associated_with,Burkitt Lymphoma,,,MESH:D002051,CTD
KDR - kinase insert domain receptor (human),associated_with,Carcinoid Tumor,,,MESH:D002276,CTD
KDR - kinase insert domain receptor (human),associated_with,Carcinoma,,,MESH:D002277,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Adenosquamous",,,MESH:D018196,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Bronchogenic",,,MESH:D002283,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Ductal",,,MESH:D044584,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Ductal, Breast",,,MESH:D018270,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Ehrlich Tumor",,,MESH:D002286,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Embryonal",,,MESH:D018236,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Endometrioid",,,MESH:D018269,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Hepatocellular",,,MESH:D006528,CTD
KDR - kinase insert domain receptor (human),associated_with,Carcinoma in Situ,,,MESH:D002278,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Islet Cell",,,MESH:D018273,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Large Cell",,,MESH:D018287,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Lewis Lung",,,MESH:D018827,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Lobular",,,MESH:D018275,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Merkel Cell",,,MESH:D015266,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Non-Small-Cell Lung",,,MESH:D002289,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Ovarian Epithelial",,,MESH:D000077216,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Pancreatic Ductal",,,MESH:D021441,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Papillary",,,MESH:D002291,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Renal Cell",,,MESH:D002292,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Signet Ring Cell",,,MESH:D018279,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Small Cell",,,MESH:D018288,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Squamous Cell",,,MESH:D002294,CTD
KDR - kinase insert domain receptor (human),associated_with,"Carcinoma, Transitional Cell",,,MESH:D002295,CTD
KDR - kinase insert domain receptor (human),associated_with,"Cardiac Complexes, Premature",,,MESH:D005117,CTD
KDR - kinase insert domain receptor (human),associated_with,Cardiac Conduction System Disease,,,MESH:D000075224,CTD
KDR - kinase insert domain receptor (human),associated_with,"Cardiac Output, High",,,MESH:D016534,CTD
KDR - kinase insert domain receptor (human),associated_with,"Cardiac Output, Low",,,MESH:D002303,CTD
KDR - kinase insert domain receptor (human),associated_with,Cardiac Tamponade,,,MESH:D002305,CTD
KDR - kinase insert domain receptor (human),associated_with,Cardio-Renal Syndrome,,,MESH:D059347,CTD
KDR - kinase insert domain receptor (human),associated_with,Cardiovascular Abnormalities,,,MESH:D018376,CTD
KDR - kinase insert domain receptor (human),associated_with,Cardiovascular Diseases,,,MESH:D002318,CTD
KDR - kinase insert domain receptor (human),associated_with,Central Nervous System Neoplasms,,,MESH:D016543,CTD
KDR - kinase insert domain receptor (human),associated_with,Cerebellar Neoplasms,,,MESH:D002528,CTD
KDR - kinase insert domain receptor (human),associated_with,Cerebrovascular Disorders,,,MESH:D002561,CTD
KDR - kinase insert domain receptor (human),associated_with,Cholangiocarcinoma,,,MESH:D018281,CTD
KDR - kinase insert domain receptor (human),associated_with,"Cholestasis, Extrahepatic",,,MESH:D001651,CTD
KDR - kinase insert domain receptor (human),associated_with,"Cholestasis, Intrahepatic",,,MESH:D002780,CTD
KDR - kinase insert domain receptor (human),associated_with,Choriocarcinoma,,,MESH:D002822,CTD
KDR - kinase insert domain receptor (human),associated_with,Choroidal Neovascularization,,,MESH:D020256,CTD
KDR - kinase insert domain receptor (human),associated_with,Clear-cell metastatic renal cell carcinoma,,,MESH:C538445,CTD
KDR - kinase insert domain receptor (human),associated_with,Colonic Neoplasms,,,MESH:D003110,CTD
KDR - kinase insert domain receptor (human),associated_with,Colorectal Neoplasms,,,marker/mechanism|therapeutic;MESH:D015179,CTD
KDR - kinase insert domain receptor (human),associated_with,Congenital Hypothyroidism,,,MESH:D003409,CTD
KDR - kinase insert domain receptor (human),associated_with,Conotruncal cardiac defects,,,MESH:C535464,CTD
KDR - kinase insert domain receptor (human),associated_with,Corneal Neovascularization,,,MESH:D016510,CTD
KDR - kinase insert domain receptor (human),associated_with,Cystadenocarcinoma,,,MESH:D003536,CTD
KDR - kinase insert domain receptor (human),associated_with,"Death, Sudden, Cardiac",,,MESH:D016757,CTD
KDR - kinase insert domain receptor (human),associated_with,"Dementia, Vascular",,,MESH:D015140,CTD
KDR - kinase insert domain receptor (human),associated_with,Desmoid Tumors,,,MESH:D018222,CTD
KDR - kinase insert domain receptor (human),associated_with,Desmoplastic Small Round Cell Tumor,,,MESH:D058405,CTD
KDR - kinase insert domain receptor (human),associated_with,"Diabetes Mellitus, Congenital Autoimmune",,,MESH:C565730,CTD
KDR - kinase insert domain receptor (human),associated_with,Disseminated Intravascular Coagulation,,,MESH:D004211,CTD
KDR - kinase insert domain receptor (human),associated_with,Duodenal Neoplasms,,,MESH:D004379,CTD
KDR - kinase insert domain receptor (human),associated_with,Ear Neoplasms,,,MESH:D004428,CTD
KDR - kinase insert domain receptor (human),associated_with,"Edema, Cardiac",,,MESH:D004489,CTD
KDR - kinase insert domain receptor (human),associated_with,"Encephalomyelitis, Autoimmune, Experimental",,,MESH:D004681,CTD
KDR - kinase insert domain receptor (human),associated_with,Endometrial Neoplasms,,,MESH:D016889,CTD
KDR - kinase insert domain receptor (human),associated_with,Esophageal Neoplasms,,,marker/mechanism;MESH:D004938,CTD
KDR - kinase insert domain receptor (human),associated_with,Esophageal Squamous Cell Carcinoma,,,MESH:D000077277,CTD
KDR - kinase insert domain receptor (human),associated_with,Essential Hypertension,,,MESH:D000075222,CTD
KDR - kinase insert domain receptor (human),associated_with,Euthyroid Sick Syndromes,,,MESH:D005067,CTD
KDR - kinase insert domain receptor (human),associated_with,Eye Neoplasms,,,marker/mechanism;MESH:D005134,CTD
KDR - kinase insert domain receptor (human),associated_with,Familial primary gastric lymphoma,,,MESH:C535648,CTD
KDR - kinase insert domain receptor (human),associated_with,Fanconi Anemia,,,MESH:D005199,CTD
KDR - kinase insert domain receptor (human),associated_with,Gallbladder Neoplasms,,,MESH:D005706,CTD
KDR - kinase insert domain receptor (human),associated_with,Gastro-enteropancreatic neuroendocrine tumor,,,MESH:C535650,CTD
KDR - kinase insert domain receptor (human),associated_with,Gastrointestinal Neoplasms,,,MESH:D005770,CTD
KDR - kinase insert domain receptor (human),associated_with,Gastrointestinal Stromal Tumors,,,MESH:D046152,CTD
KDR - kinase insert domain receptor (human),associated_with,"Genital Neoplasms, Female",,,MESH:D005833,CTD
KDR - kinase insert domain receptor (human),associated_with,"Glycosuria, Renal",,,MESH:D006030,CTD
KDR - kinase insert domain receptor (human),associated_with,Head and Neck Neoplasms,,,MESH:D006258,CTD
KDR - kinase insert domain receptor (human),associated_with,Hematologic Neoplasms,,,MESH:D019337,CTD
KDR - kinase insert domain receptor (human),associated_with,Hepatic Encephalopathy,,,MESH:D006501,CTD
KDR - kinase insert domain receptor (human),associated_with,Hepatic Insufficiency,,,MESH:D048550,CTD
KDR - kinase insert domain receptor (human),associated_with,Hepatic Veno-Occlusive Disease,,,MESH:D006504,CTD
KDR - kinase insert domain receptor (human),associated_with,"Hepatitis, Autoimmune",,,MESH:D019693,CTD
KDR - kinase insert domain receptor (human),associated_with,Hepatorenal Syndrome,,,MESH:D006530,CTD
KDR - kinase insert domain receptor (human),associated_with,Hypertension,,,MESH:D006973,CTD
KDR - kinase insert domain receptor (human),associated_with,"Hypertension, Malignant",,,MESH:D006974,CTD
KDR - kinase insert domain receptor (human),associated_with,"Hypertension, Portal",,,MESH:D006975,CTD
KDR - kinase insert domain receptor (human),associated_with,"Hypertension, Pregnancy-Induced",,,MESH:D046110,CTD
KDR - kinase insert domain receptor (human),associated_with,"Hypertension, Pulmonary",,,MESH:D006976,CTD
KDR - kinase insert domain receptor (human),associated_with,"Hypertension, Renal",,,MESH:D006977,CTD
KDR - kinase insert domain receptor (human),associated_with,"Hypertension, Renovascular",,,MESH:D006978,CTD
KDR - kinase insert domain receptor (human),associated_with,Hyperthyroidism,,,MESH:D006980,CTD
KDR - kinase insert domain receptor (human),associated_with,Hypothyroidism,,,MESH:D007037,CTD
KDR - kinase insert domain receptor (human),associated_with,Immune Complex Diseases,,,MESH:D007105,CTD
KDR - kinase insert domain receptor (human),associated_with,IMMUNE SUPPRESSION,,,OMIM:146850,CTD
KDR - kinase insert domain receptor (human),associated_with,Immune System Diseases,,,MESH:D007154,CTD
KDR - kinase insert domain receptor (human),associated_with,Inflammatory Breast Neoplasms,,,MESH:D058922,CTD
KDR - kinase insert domain receptor (human),associated_with,Intestinal Neoplasms,,,MESH:D007414,CTD
KDR - kinase insert domain receptor (human),associated_with,Intracranial Hypertension,,,MESH:D019586,CTD
KDR - kinase insert domain receptor (human),associated_with,Kidney disorder involving deposition of calcium and oxalate or phosphate in the renal tubules,,,MESH:C531755,CTD
KDR - kinase insert domain receptor (human),associated_with,Kidney Neoplasms,,,MESH:D007680,CTD
KDR - kinase insert domain receptor (human),associated_with,Laryngeal Neoplasms,,,MESH:D007822,CTD
KDR - kinase insert domain receptor (human),associated_with,Leukemia,,,MESH:D007938,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Erythroblastic, Acute",,,MESH:D004915,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Experimental",,,MESH:D007942,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Hairy Cell",,,MESH:D007943,CTD
KDR - kinase insert domain receptor (human),associated_with,Leukemia L1210,,,MESH:D007939,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Lymphocytic, Chronic, B-Cell",,,MESH:D015451,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Lymphoid",,,MESH:D007945,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia-Lymphoma, Adult T-Cell",,,MESH:D015459,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Monocytic, Acute",,,MESH:D007948,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",,,MESH:D015464,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Myeloid",,,MESH:D007951,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Myeloid, Acute",,,MESH:D015470,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",,,MESH:D054438,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Myelomonocytic, Chronic",,,MESH:D015477,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Myelomonocytic, Juvenile",,,MESH:D054429,CTD
KDR - kinase insert domain receptor (human),associated_with,Leukemia P388,,,MESH:D007941,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Plasma Cell",,,MESH:D007952,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Prolymphocytic, T-Cell",,,MESH:D015461,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, Promyelocytic, Acute",,,MESH:D015473,CTD
KDR - kinase insert domain receptor (human),associated_with,"Leukemia, T-Cell",,,MESH:D015458,CTD
KDR - kinase insert domain receptor (human),associated_with,Leydig Cell Tumor,,,MESH:D007984,CTD
KDR - kinase insert domain receptor (human),associated_with,Liver Neoplasms,,,MESH:D008113,CTD
KDR - kinase insert domain receptor (human),associated_with,"Liver Neoplasms, Experimental",,,marker/mechanism;MESH:D008114,CTD
KDR - kinase insert domain receptor (human),associated_with,Lung agenesis,,,MESH:C562992,CTD
KDR - kinase insert domain receptor (human),associated_with,Lung Diseases,,,MESH:D008171,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lung Diseases, Fungal",,,MESH:D008172,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lung Diseases, Interstitial",,,MESH:D017563,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lung Diseases, Obstructive",,,MESH:D008173,CTD
KDR - kinase insert domain receptor (human),associated_with,Lung Injury,,,MESH:D055370,CTD
KDR - kinase insert domain receptor (human),associated_with,Lung Neoplasms,,,marker/mechanism;MESH:D008175,CTD
KDR - kinase insert domain receptor (human),associated_with,Lymphatic Metastasis,,,MESH:D008207,CTD
KDR - kinase insert domain receptor (human),associated_with,Lymphoma,,,MESH:D008223,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, AIDS-Related",,,MESH:D016483,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, B-Cell",,,MESH:D016393,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, Extranodal NK-T-Cell",,,MESH:D054391,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, Follicular",,,MESH:D008224,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, Large B-Cell, Diffuse",,,MESH:D016403,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, Large-Cell, Anaplastic",,,MESH:D017728,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, Mantle-Cell",,,MESH:D020522,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, Non-Hodgkin",,,MESH:D008228,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, Primary Effusion",,,MESH:D054685,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, T-Cell",,,MESH:D016399,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, T-Cell, Cutaneous",,,MESH:D016410,CTD
KDR - kinase insert domain receptor (human),associated_with,"Lymphoma, T-Cell, Peripheral",,,MESH:D016411,CTD
KDR - kinase insert domain receptor (human),associated_with,"Mammary Neoplasms, Animal",,,MESH:D015674,CTD
KDR - kinase insert domain receptor (human),associated_with,"Mammary Neoplasms, Experimental",,,MESH:D008325,CTD
KDR - kinase insert domain receptor (human),associated_with,Massive Hepatic Necrosis,,,MESH:D047508,CTD
KDR - kinase insert domain receptor (human),associated_with,Maxillary Sinus Neoplasms,,,MESH:D008444,CTD
KDR - kinase insert domain receptor (human),associated_with,Meningeal Carcinomatosis,,,MESH:D055756,CTD
KDR - kinase insert domain receptor (human),associated_with,Mesenteric Vascular Occlusion,,,MESH:D008641,CTD
KDR - kinase insert domain receptor (human),associated_with,Mouth Neoplasms,,,MESH:D009062,CTD
KDR - kinase insert domain receptor (human),associated_with,Nasopharyngeal Carcinoma,,,MESH:D000077274,CTD
KDR - kinase insert domain receptor (human),associated_with,Nasopharyngeal Neoplasms,,,MESH:D009303,CTD
KDR - kinase insert domain receptor (human),associated_with,Neoplasm Invasiveness,,,MESH:D009361,CTD
KDR - kinase insert domain receptor (human),associated_with,Neoplasm Metastasis,,,MESH:D009362,CTD
KDR - kinase insert domain receptor (human),associated_with,Neoplasm Micrometastasis,,,MESH:D061206,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neoplasm Recurrence, Local",,,MESH:D009364,CTD
KDR - kinase insert domain receptor (human),associated_with,Neoplasms,,,MESH:D009369,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neoplasms, Bone Tissue",,,MESH:D018213,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neoplasms, Experimental",,,MESH:D009374,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neoplasms, Glandular and Epithelial",,,MESH:D009375,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neoplasms, Hormone-Dependent",,,MESH:D009376,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neoplasms, Mesothelial",,,MESH:D018301,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neoplasms, Multiple Primary",,,MESH:D009378,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neovascularization, Pathologic",,,marker/mechanism;MESH:D009389,CTD
KDR - kinase insert domain receptor (human),associated_with,Nervous System Neoplasms,,,MESH:D009423,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neuroectodermal Tumor, Melanotic",,,MESH:D017600,CTD
KDR - kinase insert domain receptor (human),associated_with,Neuroectodermal Tumors,,,MESH:D017599,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neuroectodermal Tumors, Primitive",,,MESH:D018242,CTD
KDR - kinase insert domain receptor (human),associated_with,"Neuroectodermal Tumors, Primitive, Peripheral",,,MESH:D018241,CTD
KDR - kinase insert domain receptor (human),associated_with,Neuroendocrine Tumors,,,MESH:D018358,CTD
KDR - kinase insert domain receptor (human),associated_with,Neutropenia,,,MESH:D009503,CTD
KDR - kinase insert domain receptor (human),associated_with,Nose Neoplasms,,,MESH:D009669,CTD
KDR - kinase insert domain receptor (human),associated_with,Ocular Hypertension,,,MESH:D009798,CTD
KDR - kinase insert domain receptor (human),associated_with,Ovarian Neoplasms,,,marker/mechanism;MESH:D010051,CTD
KDR - kinase insert domain receptor (human),associated_with,"Pancreatic cancer, adult",,,MESH:C535836,CTD
KDR - kinase insert domain receptor (human),associated_with,Pancreatic Neoplasms,,,therapeutic;MESH:D010190,CTD
KDR - kinase insert domain receptor (human),associated_with,"Paraganglioma, Extra-Adrenal",,,MESH:D010236,CTD
KDR - kinase insert domain receptor (human),associated_with,Parotid Neoplasms,,,MESH:D010307,CTD
KDR - kinase insert domain receptor (human),associated_with,Peripheral Vascular Diseases,,,MESH:D016491,CTD
KDR - kinase insert domain receptor (human),associated_with,Peritoneal Neoplasms,,,MESH:D010534,CTD
KDR - kinase insert domain receptor (human),associated_with,Pharyngeal Neoplasms,,,MESH:D010610,CTD
KDR - kinase insert domain receptor (human),associated_with,Phyllodes Tumor,,,MESH:D003557,CTD
KDR - kinase insert domain receptor (human),associated_with,Pituitary Neoplasms,,,MESH:D010911,CTD
KDR - kinase insert domain receptor (human),associated_with,Pleural Neoplasms,,,MESH:D010997,CTD
KDR - kinase insert domain receptor (human),associated_with,"Porphyrias, Hepatic",,,MESH:D017094,CTD
KDR - kinase insert domain receptor (human),associated_with,Precancerous Conditions,,,MESH:D011230,CTD
KDR - kinase insert domain receptor (human),associated_with,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D015452,CTD
KDR - kinase insert domain receptor (human),associated_with,Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D054198,CTD
KDR - kinase insert domain receptor (human),associated_with,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D054218,CTD
KDR - kinase insert domain receptor (human),associated_with,"Pregnancy Complications, Cardiovascular",,,MESH:D011249,CTD
KDR - kinase insert domain receptor (human),associated_with,Prostatic Neoplasms,,,MESH:D011471,CTD
KDR - kinase insert domain receptor (human),associated_with,Pseudolymphoma,,,MESH:D019310,CTD
KDR - kinase insert domain receptor (human),associated_with,Pseudotumor Cerebri,,,MESH:D011559,CTD
KDR - kinase insert domain receptor (human),associated_with,Pulmonary Arterial Hypertension,,,MESH:D000081029,CTD
KDR - kinase insert domain receptor (human),associated_with,Rectal Neoplasms,,,MESH:D012004,CTD
KDR - kinase insert domain receptor (human),associated_with,Renal Aminoacidurias,,,MESH:D000608,CTD
KDR - kinase insert domain receptor (human),associated_with,Renal Artery Obstruction,,,MESH:D012078,CTD
KDR - kinase insert domain receptor (human),associated_with,Renal hypouricemia,,,MESH:C537757,CTD
KDR - kinase insert domain receptor (human),associated_with,Renal Insufficiency,,,MESH:D051437,CTD
KDR - kinase insert domain receptor (human),associated_with,"Renal Insufficiency, Chronic",,,MESH:D051436,CTD
KDR - kinase insert domain receptor (human),associated_with,Retinal Neovascularization,,,MESH:D015861,CTD
KDR - kinase insert domain receptor (human),associated_with,Salivary Gland Neoplasms,,,MESH:D012468,CTD
KDR - kinase insert domain receptor (human),associated_with,Sebaceous Gland Neoplasms,,,MESH:D012626,CTD
KDR - kinase insert domain receptor (human),associated_with,Sigmoid Neoplasms,,,MESH:D012811,CTD
KDR - kinase insert domain receptor (human),associated_with,"Sinus Arrest, Cardiac",,,MESH:D054138,CTD
KDR - kinase insert domain receptor (human),associated_with,"Skin Diseases, Vascular",,,MESH:D017445,CTD
KDR - kinase insert domain receptor (human),associated_with,Skin Neoplasms,,,MESH:D012878,CTD
KDR - kinase insert domain receptor (human),associated_with,Small Cell Lung Carcinoma,,,MESH:D055752,CTD
KDR - kinase insert domain receptor (human),associated_with,Soft Tissue Neoplasms,,,MESH:D012983,CTD
KDR - kinase insert domain receptor (human),associated_with,Splenic Neoplasms,,,MESH:D013160,CTD
KDR - kinase insert domain receptor (human),associated_with,Squamous Cell Carcinoma of Head and Neck,,,MESH:D000077195,CTD
KDR - kinase insert domain receptor (human),associated_with,Stomach Neoplasms,,,MESH:D013274,CTD
KDR - kinase insert domain receptor (human),associated_with,Testicular Neoplasms,,,MESH:D013736,CTD
KDR - kinase insert domain receptor (human),associated_with,Thymus Neoplasms,,,MESH:D013953,CTD
KDR - kinase insert domain receptor (human),associated_with,"Thyroid cancer, follicular",,,MESH:C572845,CTD
KDR - kinase insert domain receptor (human),associated_with,"Thyroid cancer, medullary",,,MESH:C536914,CTD
KDR - kinase insert domain receptor (human),associated_with,"Thyroid Cancer, Papillary",,,MESH:D000077273,CTD
KDR - kinase insert domain receptor (human),associated_with,Thyroid Diseases,,,MESH:D013959,CTD
KDR - kinase insert domain receptor (human),associated_with,Thyroid Dysgenesis,,,MESH:D050033,CTD
KDR - kinase insert domain receptor (human),associated_with,"Thyroid Hormone Metabolism, Abnormal",,,MESH:C566454,CTD
KDR - kinase insert domain receptor (human),associated_with,Thyroiditis,,,MESH:D013966,CTD
KDR - kinase insert domain receptor (human),associated_with,"Thyroiditis, Autoimmune",,,MESH:D013967,CTD
KDR - kinase insert domain receptor (human),associated_with,Thyroid Neoplasms,,,MESH:D013964,CTD
KDR - kinase insert domain receptor (human),associated_with,Tongue Neoplasms,,,MESH:D014062,CTD
KDR - kinase insert domain receptor (human),associated_with,Triple Negative Breast Neoplasms,,,MESH:D064726,CTD
KDR - kinase insert domain receptor (human),associated_with,Tumor Lysis Syndrome,,,MESH:D015275,CTD
KDR - kinase insert domain receptor (human),associated_with,Ureteral Neoplasms,,,MESH:D014516,CTD
KDR - kinase insert domain receptor (human),associated_with,Urinary Bladder Neoplasms,,,MESH:D001749,CTD
KDR - kinase insert domain receptor (human),associated_with,Urogenital Neoplasms,,,MESH:D014565,CTD
KDR - kinase insert domain receptor (human),associated_with,Urologic Neoplasms,,,MESH:D014571,CTD
KDR - kinase insert domain receptor (human),associated_with,Uterine Cervical Neoplasms,,,MESH:D002583,CTD
KDR - kinase insert domain receptor (human),associated_with,Uterine Neoplasms,,,MESH:D014594,CTD
KDR - kinase insert domain receptor (human),associated_with,Uveal Neoplasms,,,MESH:D014604,CTD
KDR - kinase insert domain receptor (human),associated_with,Vaginal Neoplasms,,,MESH:D014625,CTD
KDR - kinase insert domain receptor (human),associated_with,Vascular Calcification,,,MESH:D061205,CTD
KDR - kinase insert domain receptor (human),associated_with,Vascular Diseases,,,MESH:D014652,CTD
KDR - kinase insert domain receptor (human),associated_with,Vascular Malformations,,,MESH:D054079,CTD
KDR - kinase insert domain receptor (human),associated_with,Vascular Neoplasms,,,MESH:D019043,CTD
KDR - kinase insert domain receptor (human),associated_with,Vascular Remodeling,,,MESH:D066253,CTD
KDR - kinase insert domain receptor (human),associated_with,Vascular System Injuries,,,MESH:D057772,CTD
KDR - kinase insert domain receptor (human),associated_with,Wilms Tumor,,,MESH:D009396,CTD
KIF5B - kinesin family member 5B (human),associated_with,Abdominal Neoplasms,,,MESH:D000008,CTD
KIF5B - kinesin family member 5B (human),associated_with,Acute Lung Injury,,,MESH:D055371,CTD
KIF5B - kinesin family member 5B (human),associated_with,Adenocarcinoma,,,MESH:D000230,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Adenocarcinoma, Bronchiolo-Alveolar",,,MESH:D002282,CTD
KIF5B - kinesin family member 5B (human),associated_with,Adenocarcinoma of Lung,,,MESH:D000077192,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Adenocarcinoma, Papillary",,,MESH:D000231,CTD
KIF5B - kinesin family member 5B (human),associated_with,Adrenal Cortex Diseases,,,MESH:D000303,CTD
KIF5B - kinesin family member 5B (human),associated_with,Adrenal Gland Diseases,,,MESH:D000307,CTD
KIF5B - kinesin family member 5B (human),associated_with,Adrenal Gland Neoplasms,,,MESH:D000310,CTD
KIF5B - kinesin family member 5B (human),associated_with,Adrenal Insufficiency,,,MESH:D000309,CTD
KIF5B - kinesin family member 5B (human),associated_with,Adrenocortical Carcinoma,,,MESH:D018268,CTD
KIF5B - kinesin family member 5B (human),associated_with,Anemia,,,MESH:D000740,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Anemia, Aplastic",,,MESH:D000741,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Anemia, Hemolytic",,,MESH:D000743,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Anemia, Hemolytic, Autoimmune",,,MESH:D000744,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Anemia, Hypochromic",,,MESH:D000747,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Anemia, Iron-Deficiency",,,MESH:D018798,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Anemia, Macrocytic",,,MESH:D000748,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Anemia, Megaloblastic",,,MESH:D000749,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Anemia, Sickle Cell",,,MESH:D000755,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Anemia, Sideroblastic",,,MESH:D000756,CTD
KIF5B - kinesin family member 5B (human),associated_with,Anus Neoplasms,,,MESH:D001005,CTD
KIF5B - kinesin family member 5B (human),associated_with,"Arrhythmias, Cardiac",,,MESH:D001145,CTD
KIF5B - kinesin family member 5B (human),associated_with,Autoimmune Diseases,,,MESH:D001327,CTD
KIF5B - kinesin family member 5B (human),associated_with,Basal Cell Carcinoma,,,MESH:D002280,CTD
KIF5B - kinesin family member 5B (human),associated_with,Bone Marrow Neoplasms,,,MESH:D019046,CTD
